"Player_Name","Team","Position","Overall_Rating","Age","Annual_Salary"
594,"Chicago Bears","CB",73,21,1617194
595,"New York Jets","CB",73,24,850000
596,"St. Louis Cardinals","CB",73,31,990000
597,"Tampa Bay Buccaneers","FS",73,24,874509
598,"St. Louis Cardinals","FS",73,22,715730
599,"Miami Dolphins","WR",73,23,588333
600,"Atlanta Falcons","ROLB",73,25,651657
601,"Los Angeles Rams","HB",73,21,1543261
602,"Las Vegas Raiders","RE",73,23,7840204
603,"Chicago Bears","TE",72,29,1075000
604,"Chicago Bears","K",72,24,780000
605,"Cincinnati Bengals","WR",72,27,990000
606,"Cincinnati Bengals","TE",72,27,6100000
607,"Buffalo Bills","RT",72,34,1750000
608,"Los Angeles Chargers","MLB",72,25,794702
609,"Cincinnati Bengals","CB",72,24,669389
610,"Houston Texans","FS",72,26,6000000
611,"Atlanta Falcons","RG",72,23,3677189
612,"Green Bay Packers","HB",72,22,1321458
613,"Baltimore Ravens","ROLB",72,24,913702
614,"Houston Texans","K",72,26,4412500
615,"Cincinnati Bengals","LT",72,22,4407542
616,"Buffalo Bills","LE",72,21,1469326
617,"Buffalo Bills","ROLB",72,29,6000000
618,"Buffalo Bills","WR",72,25,1127500
619,"St. Louis Cardinals","WR",72,23,1157468
620,"Indianapolis Colts","MLB",72,24,905529
621,"Cleveland Browns","FS",72,21,1866266
622,"Los Angeles Rams","FS",72,21,1078520
623,"Indianapolis Colts","HB",72,26,252000
624,"Baltimore Ravens","HB",72,22,815414
625,"New York Jets","RE",72,25,658564
626,"New England Patriots","LOLB",72,29,990000
627,"New England Patriots","ROLB",72,21,1347334
628,"Baltimore Ravens","WR",72,23,893732
629,"Washington Commanders","LOLB",72,24,653252
630,"Pittsburgh Steelers","LE",72,33,2750000
631,"Houston Texans","LE",72,23,704101
632,"Tennessee Titans","RE",72,31,1075000
633,"Los Angeles Chargers","MLB",72,27,3042500
634,"Los Angeles Chargers","DT",72,23,2855540
635,"Kansas Chiefs","ROLB",72,27,2000000
636,"New York Jets","LT",72,21,4611512
637,"Green Bay Packers","LOLB",72,22,3969328
638,"Green Bay Packers","MLB",72,28,3000000
639,"Houston Texans","ROLB",72,25,825000
640,"San Francisco 49ers","WR",72,22,3132838
641,"Indianapolis Colts","WR",72,23,1193984
642,"Miami Dolphins","K",72,24,4400000
643,"Las Vegas Raiders","CB",72,27,990000
644,"New York Giants","ROLB",72,23,885695
645,"Philadelphia Eagles","HB",72,25,920000
646,"Pittsburgh Steelers","HB",72,24,1035000
647,"New York Jets","TE",72,24,792842
648,"New York Jets","LG",72,28,3500000
649,"Baltimore Ravens","MLB",72,21,3040418
650,"Washington Commanders","LOLB",72,24,688721
651,"Seattle Seahawks","LOLB",72,23,906531
652,"Pittsburgh Steelers","WR",72,25,920000
653,"Tennessee Titans","FB",72,24,850000
654,"San Francisco 49ers","DT",72,25,3500000
655,"Chicago Bears","QB",72,26,2500000
656,"New York Giants","QB",72,23,6416014
657,"Dallas Cowboys","TE",72,26,5500000
658,"Washington Commanders","SS",72,26,252000
659,"New York Jets","CB",72,24,1035000
660,"Philadelphia Eagles","SS",72,26,6000000
661,"New York Jets","SS",72,28,1090000
662,"New York Giants","MLB",72,26,10250000
663,"New York Jets","TE",72,30,3040824
664,"New England Patriots","P",72,23,702520
665,"Las Vegas Raiders","LOLB",72,24,920000
666,"Washington Commanders","WR",72,23,895000
667,"New Orleans Saints","DT",72,26,5500000
668,"Minnesota Vikings","LG",72,26,4500000
669,"Chicago Bears","LE",71,27,7800000
670,"Buffalo Bills","LG",71,28,8000000
671,"Denver Broncos","RG",71,21,875198
672,"Green Bay Packers","QB",71,21,3095868
673,"Indianapolis Colts","DT",71,25,1091514
674,"Dallas Cowboys","ROLB",71,29,1120000
675,"Atlanta Falcons","CB",71,23,1159163
676,"New England Patriots","SS",71,28,1750000
677,"New York Giants","RT",71,21,8086397
678,"New York Jets","P",71,22,868025
679,"Baltimore Ravens","DT",71,29,1075000
680,"Baltimore Ravens","MLB",71,30,1127500
681,"Washington Commanders","WR",71,23,825000
682,"New Orleans Saints","RG",71,21,3169800
683,"Houston Texans","MLB",71,26,990000
684,"Chicago Bears","LE",71,29,1750000
685,"Buffalo Bills","P",71,24,1020000
686,"Buffalo Bills","TE",71,27,2000000
687,"Los Angeles Chargers","K",71,25,920000
688,"Seattle Seahawks","FS",71,23,1559162
689,"Kansas Chiefs","SS",71,30,2462500
690,"Baltimore Ravens","RE",71,22,1213328
691,"Seattle Seahawks","MLB",71,22,3058901
692,"Pittsburgh Steelers","RT",71,28,7000000
693,"Houston Texans","RT",71,24,3056388
694,"Kansas Chiefs","LG",71,31,3300000
695,"Dallas Cowboys","LG",71,23,1372249
696,"Indianapolis Colts","CB",71,30,2085000
697,"Detroit Lions","CB",71,24,710834
698,"Philadelphia Eagles","SS",71,23,1000278
699,"Jacksonville Jaguars","TE",71,28,1590000
700,"Jacksonville Jaguars","LT",71,24,13754000
701,"Green Bay Packers","DT",71,25,1250000
702,"Green Bay Packers","WR",71,24,850000
703,"Baltimore Ravens","LG",71,25,644602
704,"Pittsburgh Steelers","FB",71,27,3250000
705,"Cincinnati Bengals","WR",71,21,2171697
706,"Buffalo Bills","TE",71,23,880400
707,"Denver Broncos","RE",71,26,990000
708,"Kansas Chiefs","DT",71,24,918295
709,"Indianapolis Colts","QB",71,27,5000000
710,"Miami Dolphins","ROLB",71,27,920000
711,"Miami Dolphins","WR",71,24,920000
712,"Miami Dolphins","CB",71,23,850000
713,"Detroit Lions","CB",71,25,1200000
714,"Atlanta Falcons","LE",71,22,1728094
715,"Los Angeles Chargers","FS",71,23,1183028
716,"Buffalo Bills","HB",71,32,1750000
717,"Miami Dolphins","HB",71,24,920000
718,"Detroit Lions","RE",71,25,12333333
719,"Detroit Lions","MLB",71,23,1047500
720,"Houston Texans","TE",71,28,830879
721,"Cleveland Browns","K",71,23,695114
722,"Tampa Bay Buccaneers","RT",71,21,4057007
723,"Chicago Bears","QB",71,31,8000000
724,"Dallas Cowboys","DT",71,22,1219549
725,"Miami Dolphins","RE",71,23,1413878
726,"Miami Dolphins","MLB",71,26,1990000
727,"New York Jets","FS",71,23,1229347
728,"New York Giants","CB",71,24,907500
729,"Tampa Bay Buccaneers","SS",71,27,990000
730,"Jacksonville Jaguars","RG",71,28,5018333
731,"Minnesota Vikings","HB",71,27,990000
732,"Baltimore Ravens","WR",71,22,1116927
733,"Baltimore Ravens","WR",71,27,990000
734,"Houston Texans","C",71,27,1250000
735,"Cincinnati Bengals","MLB",70,24,1020885
736,"St. Louis Cardinals","WR",70,23,895000
737,"Los Angeles Chargers","LOLB",70,24,778610
738,"Kansas Chiefs","RE",70,26,2250000
739,"Dallas Cowboys","WR",70,28,275111
740,"Philadelphia Eagles","LG",70,26,5850000
741,"Pittsburgh Steelers","CB",70,22,920795
742,"Tennessee Titans","FS",70,22,814072
743,"New York Jets","MLB",70,24,706063
744,"New England Patriots","HB",70,30,1850000
745,"Los Angeles Rams","WR",70,24,1402785
746,"Houston Texans","LOLB",70,24,655510
747,"Buffalo Bills","RT",70,23,1876868
748,"Buffalo Bills","WR",70,32,1075000
749,"Denver Broncos","WR",70,21,1784284
750,"Denver Broncos","MLB",70,25,793496
751,"Indianapolis Colts","RE",70,24,1486127
752,"Indianapolis Colts","WR",70,26,1127500
753,"Dallas Cowboys","DT",70,23,1151506
754,"Los Angeles Chargers","FS",70,26,8750000
755,"New England Patriots","CB",70,22,1656664
756,"Jacksonville Jaguars","CB",70,25,1035000
757,"St. Louis Cardinals","SS",70,23,717542
758,"Jacksonville Jaguars","RE",70,25,5000000
759,"New York Jets","WR",70,22,1358424
760,"New York Jets","ROLB",70,25,990000
761,"Detroit Lions","MLB",70,24,5500000
762,"Buffalo Bills","HB",70,22,1130520
763,"Pittsburgh Steelers","WR",70,22,1654159
764,"Chicago Bears","TE",70,21,1894447
765,"Buffalo Bills","DT",70,27,3250000
766,"Buffalo Bills","DT",70,26,1500000
767,"Los Angeles Chargers","DT",70,24,869035
768,"Dallas Cowboys","WR",70,24,1127500
769,"Miami Dolphins","C",70,27,3000000
770,"Miami Dolphins","SS",70,27,2850000
771,"Carolina Panthers","SS",70,22,1310369
772,"Washington Commanders","CB",70,25,654473
773,"New York Giants","FB",70,27,1125000
774,"New York Jets","ROLB",70,26,2750000
775,"New York Jets","WR",70,24,644602
776,"New York Jets","HB",70,23,1035000
777,"Green Bay Packers","WR",70,28,920000
778,"Carolina Panthers","TE",70,24,5650000
779,"New England Patriots","WR",70,23,588333
780,"Tennessee Titans","RG",70,23,925045
781,"Denver Broncos","WR",70,26,10000000
782,"Kansas Chiefs","LOLB",70,25,830785
783,"Denver Broncos","QB",70,23,1752705
784,"Miami Dolphins","MLB",70,26,2500000
785,"Atlanta Falcons","P",70,23,882500
786,"Indianapolis Colts","CB",70,24,825000
787,"Kansas Chiefs","CB",70,23,675580
788,"Jacksonville Jaguars","P",70,25,3000000
789,"Jacksonville Jaguars","DT",70,23,1202670
790,"Jacksonville Jaguars","RT",70,22,1960856
791,"Los Angeles Rams","RE",70,25,4050000
792,"New Orleans Saints","WR",70,22,588333
793,"Houston Texans","LG",70,24,1267022
794,"Minnesota Vikings","RE",70,26,920000
795,"Denver Broncos","WR",70,25,785660
796,"Tampa Bay Buccaneers","K",70,26,762500
797,"Tampa Bay Buccaneers","LT",70,27,15500000
798,"Kansas Chiefs","LE",70,25,990000
799,"Los Angeles Chargers","QB",70,22,6644689
800,"Miami Dolphins","CB",70,20,2813551
801,"Atlanta Falcons","CB",70,21,3576437
802,"Chicago Bears","CB",70,25,990000
803,"Carolina Panthers","DT",70,30,1075000
804,"Carolina Panthers","TE",70,28,3325000
805,"Las Vegas Raiders","WR",70,21,1156645
806,"Las Vegas Raiders","RE",70,24,1045000
807,"Denver Broncos","LE",69,22,1099762
808,"Denver Broncos","LT",69,28,17000000
809,"Kansas Chiefs","WR",69,26,2133000
810,"Tennessee Titans","CB",69,21,1332549
811,"Detroit Lions","SS",69,26,1127500
812,"Indianapolis Colts","FS",69,22,1134960
813,"New England Patriots","HB",69,23,907784
814,"Carolina Panthers","LE",69,26,2000000
815,"Tennessee Titans","HB",69,22,1109430
816,"Las Vegas Raiders","K",69,25,4600000
817,"Seattle Seahawks","LE",69,23,1691128
818,"Denver Broncos","LOLB",69,27,2775000
819,"Tampa Bay Buccaneers","MLB",69,29,1212500
820,"St. Louis Cardinals","DT",69,22,1017118
821,"Los Angeles Chargers","QB",69,31,5500000
822,"Atlanta Falcons","LE",69,24,752098
823,"New York Giants","P",69,27,2900000
824,"San Francisco 49ers","FS",69,24,837843
825,"Dallas Cowboys","CB",69,22,1580227
826,"Washington Commanders","FS",69,25,790909
827,"Tennessee Titans","SS",69,25,686973
828,"Tampa Bay Buccaneers","HB",69,23,1177110
829,"Miami Dolphins","HB",69,25,850000
830,"Los Angeles Rams","ROLB",69,25,683634
831,"Baltimore Ravens","MLB",69,22,1084234
832,"Minnesota Vikings","DT",69,29,1585000
833,"San Francisco 49ers","RE",69,29,3250000
834,"Chicago Bears","WR",69,25,965000
835,"Buffalo Bills","WR",69,21,998593
836,"Denver Broncos","LE",69,23,1039700
837,"Denver Broncos","RE",69,25,1500000
838,"St. Louis Cardinals","LE",69,23,1073441
839,"St. Louis Cardinals","LG",69,24,895000
840,"Philadelphia Eagles","P",69,28,2666667
841,"Atlanta Falcons","LE",69,25,1750000
842,"Jacksonville Jaguars","SS",69,25,1209834
843,"Cleveland Browns","FS",69,23,850000
844,"Tampa Bay Buccaneers","CB",69,26,1500000
845,"Tennessee Titans","FS",69,28,292000
846,"Buffalo Bills","SS",69,28,990000
847,"New York Jets","LOLB",69,23,4500000
848,"New York Jets","K",69,30,850000
849,"Green Bay Packers","LG",69,30,990000
850,"Carolina Panthers","LT",69,22,1909731
851,"Washington Commanders","HB",69,22,1233160
852,"Las Vegas Raiders","TE",69,23,752098
853,"Washington Commanders","MLB",69,29,2500000
854,"Washington Commanders","WR",69,22,895000
855,"Washington Commanders","MLB",69,28,3500000
856,"Houston Texans","TE",69,24,965000
857,"Buffalo Bills","K",69,23,869806
858,"St. Louis Cardinals","LE",69,26,990000
859,"Atlanta Falcons","WR",69,25,990000
860,"Miami Dolphins","SS",69,26,1035000
861,"Houston Texans","CB",69,24,633598
862,"Pittsburgh Steelers","CB",69,25,4500000
863,"New York Jets","CB",69,26,990000
864,"Jacksonville Jaguars","ROLB",69,24,876509
865,"Detroit Lions","SS",69,24,930974
866,"Detroit Lions","RE",69,22,1232835
867,"New Orleans Saints","LOLB",69,23,1196780
868,"Miami Dolphins","ROLB",69,25,707991
869,"Philadelphia Eagles","LT",69,24,3092903
870,"Indianapolis Colts","FS",69,26,2133000
871,"New York Jets","HB",69,26,920000
872,"New England Patriots","TE",69,23,1116568
873,"Seattle Seahawks","ROLB",69,22,715730
874,"Seattle Seahawks","RE",69,23,893139
875,"Houston Texans","WR",69,27,970000
876,"Tennessee Titans","TE",69,25,3000000
877,"Chicago Bears","RE",68,31,1212500
878,"Cincinnati Bengals","ROLB",68,22,1028127
879,"Cincinnati Bengals","C",68,28,6800000
880,"Cincinnati Bengals","DT",68,24,850000
881,"Cleveland Browns","RT",68,29,3500000
882,"Indianapolis Colts","K",68,23,768333
883,"Miami Dolphins","ROLB",68,27,585000
884,"Philadelphia Eagles","LOLB",68,26,1127500
885,"New York Giants","TE",68,29,1600000
886,"New England Patriots","FS",68,31,2150000
887,"Denver Broncos","CB",68,22,1175970
888,"Las Vegas Raiders","CB",68,22,947350
889,"Carolina Panthers","LE",68,26,728089
890,"Carolina Panthers","WR",68,25,233866
891,"Detroit Lions","HB",68,22,673139
892,"Los Angeles Rams","K",68,22,825000
893,"Seattle Seahawks","ROLB",68,24,742500
894,"Minnesota Vikings","WR",68,23,648644
895,"Buffalo Bills","TE",68,26,762500
896,"Denver Broncos","DT",68,29,2875000
897,"Denver Broncos","ROLB",68,24,590000
898,"Cleveland Browns","DT",68,22,1123438
899,"Cleveland Browns","RG",68,25,14200000
900,"Dallas Cowboys","LT",68,28,5000000
901,"Miami Dolphins","WR",68,26,1127500
902,"Las Vegas Raiders","QB",68,26,3500000
903,"Philadelphia Eagles","WR",68,24,887500
904,"Philadelphia Eagles","DT",68,25,990000
905,"New York Jets","RG",68,30,3500000
906,"Dallas Cowboys","FS",68,26,293000
907,"Baltimore Ravens","SS",68,27,252000
908,"New England Patriots","LOLB",68,28,1035000
909,"Los Angeles Rams","DT",68,24,786653
910,"New Orleans Saints","TE",68,23,1077803
911,"Pittsburgh Steelers","WR",68,24,825000
912,"Tennessee Titans","WR",68,26,1127500
913,"Cincinnati Bengals","P",68,35,1637500
914,"Los Angeles Chargers","LG",68,26,252000
915,"Atlanta Falcons","LE",68,29,1127500
916,"New York Giants","WR",68,26,1035000
917,"New York Giants","MLB",68,27,1272500
918,"Cincinnati Bengals","CB",68,25,252000
919,"Green Bay Packers","TE",68,23,965000
920,"Chicago Bears","TE",68,25,2425000
921,"Cleveland Browns","LT",68,28,3400000
922,"Cleveland Browns","LOLB",68,24,933969
923,"Tampa Bay Buccaneers","WR",68,22,902355
924,"Philadelphia Eagles","QB",68,22,1506294
925,"Baltimore Ravens","SS",68,21,780000
926,"Las Vegas Raiders","CB",68,24,895000
927,"New Orleans Saints","HB",68,26,1127500
928,"Houston Texans","RE",68,27,2750000
929,"Cincinnati Bengals","FB",68,24,2600000
930,"Denver Broncos","TE",68,27,2666667
931,"Denver Broncos","LG",68,25,1127500
932,"Los Angeles Chargers","ROLB",68,23,965000
933,"Kansas Chiefs","MLB",68,25,1570000
934,"New York Jets","RT",68,28,9200000
935,"New York Jets","LOLB",68,27,1185000
936,"Miami Dolphins","FS",68,22,1218276
937,"New York Jets","LOLB",68,23,837500
938,"Jacksonville Jaguars","CB",68,21,984734
939,"New England Patriots","LE",68,26,1050000
940,"Kansas Chiefs","HB",68,25,1600000
941,"Baltimore Ravens","LE",68,26,2500000
942,"Washington Commanders","RE",68,27,990000
943,"Cincinnati Bengals","ROLB",67,25,1127500
944,"Cincinnati Bengals","TE",67,24,1376574
945,"Indianapolis Colts","DT",67,26,990000
946,"Indianapolis Colts","RE",67,25,2920000
947,"Atlanta Falcons","LG",67,31,1075000
948,"Atlanta Falcons","K",67,26,920000
949,"Atlanta Falcons","RT",67,25,2566436
950,"Jacksonville Jaguars","TE",67,23,1062711
951,"San Francisco 49ers","SS",67,26,1200000
952,"Philadelphia Eagles","SS",67,25,2100000
953,"Miami Dolphins","FS",67,24,850000
954,"Carolina Panthers","RG",67,27,1127500
955,"Las Vegas Raiders","MLB",67,25,4500000
956,"Atlanta Falcons","HB",67,24,252000
957,"Los Angeles Rams","HB",67,23,965000
958,"Houston Texans","WR",67,25,895000
959,"Minnesota Vikings","DT",67,24,672274
960,"Tampa Bay Buccaneers","LOLB",67,23,823760
961,"Indianapolis Colts","ROLB",67,24,640396
962,"Miami Dolphins","QB",67,23,850000
963,"Atlanta Falcons","C",67,22,1171594
964,"New York Giants","RE",67,26,3000000
965,"Jacksonville Jaguars","WR",67,26,920000
966,"Detroit Lions","RT",67,27,9000000
967,"Green Bay Packers","TE",67,23,1104921
968,"Miami Dolphins","FS",67,26,252000
969,"Baltimore Ravens","FS",67,23,654450
970,"Cincinnati Bengals","CB",67,25,990000
971,"Los Angeles Rams","LOLB",67,22,1138893
972,"New Orleans Saints","FB",67,28,990000
973,"Pittsburgh Steelers","DT",67,26,4500000
974,"San Francisco 49ers","RG",67,31,1075000
975,"Cleveland Browns","LE",67,23,850000
976,"Cleveland Browns","MLB",67,21,1086078
977,"Tampa Bay Buccaneers","WR",67,25,1035000
978,"Dallas Cowboys","TE",67,24,10931000
979,"Cleveland Browns","QB",67,32,6000000
980,"Philadelphia Eagles","ROLB",67,22,1078323
981,"Atlanta Falcons","ROLB",67,29,252000
982,"New York Jets","LE",67,23,13750000
983,"New York Jets","C",67,29,306000
984,"New York Giants","SS",67,31,1212500
985,"New York Giants","CB",67,22,1021722
986,"Baltimore Ravens","CB",67,25,780250
987,"Las Vegas Raiders","ROLB",67,23,780000
988,"Las Vegas Raiders","LOLB",67,31,990000
989,"Tennessee Titans","TE",67,28,990000
990,"Minnesota Vikings","RG",67,23,895000
991,"Cincinnati Bengals","MLB",67,26,252000
992,"Cincinnati Bengals","LG",67,25,2928123
993,"St. Louis Cardinals","WR",67,24,920000
994,"Los Angeles Chargers","WR",67,22,875000
995,"Los Angeles Chargers","LE",67,25,2500000
996,"Jacksonville Jaguars","WR",67,22,900538
997,"Buffalo Bills","FS",67,24,676085
998,"Carolina Panthers","CB",67,25,1035000
999,"New York Giants","CB",67,24,975000
1000,"Cincinnati Bengals","CB",67,26,990000
1001,"New York Jets","CB",67,22,902700
1002,"Kansas Chiefs","FS",67,23,982330
1003,"New England Patriots","LOLB",67,23,1125982
1004,"Buffalo Bills","HB",67,29,742500
1005,"Tampa Bay Buccaneers","HB",67,26,850000
1006,"Minnesota Vikings","HB",67,25,1925000
1007,"New Orleans Saints","DT",67,24,586667
1008,"Pittsburgh Steelers","ROLB",67,23,1076703
1009,"Tennessee Titans","K",67,26,780000
1010,"Minnesota Vikings","WR",67,26,920000
1011,"Minnesota Vikings","DT",67,26,990000
1012,"Chicago Bears","TE",67,26,990000
1013,"Cincinnati Bengals","LG",67,29,252000
1014,"Cleveland Browns","TE",67,22,1016008
1015,"Cleveland Browns","LOLB",67,24,1065000
1016,"Los Angeles Chargers","LG",67,26,3500000
1017,"Miami Dolphins","RG",67,24,2016436
1018,"Detroit Lions","LE",67,23,813158
1019,"Detroit Lions","WR",67,22,899823
1020,"Green Bay Packers","WR",67,23,850000
1021,"Los Angeles Chargers","HB",67,22,1018836
1022,"New England Patriots","HB",67,22,761667
1023,"Seattle Seahawks","RE",67,24,2709020
1024,"Minnesota Vikings","RE",67,27,252000
1025,"Los Angeles Chargers","DT",66,31,252000
1026,"Kansas Chiefs","LG",66,26,920000
1027,"Jacksonville Jaguars","LE",66,30,1047500
1028,"New York Jets","RT",66,23,896750
1029,"Detroit Lions","WR",66,24,895000
1030,"Carolina Panthers","LE",66,28,1500000
1031,"New England Patriots","CB",66,30,2000000
1032,"New England Patriots","TE",66,27,293000
1033,"Chicago Bears","CB",66,24,965000
1034,"Minnesota Vikings","CB",66,21,1121289
1035,"Los Angeles Chargers","SS",66,22,870719
1036,"Kansas Chiefs","HB",66,23,895000
1037,"New York Jets","HB",66,22,1010086
1038,"Houston Texans","FB",66,25,850000
1039,"San Francisco 49ers","LOLB",66,30,252000
1040,"Chicago Bears","WR",66,22,894262
1041,"Tampa Bay Buccaneers","RE",66,26,895000
1042,"Philadelphia Eagles","LE",66,25,1035000
1043,"New York Jets","RE",66,29,165600
1044,"Detroit Lions","RT",66,24,686921
1045,"Carolina Panthers","WR",66,25,304000
1046,"Carolina Panthers","ROLB",66,23,850000
1047,"Carolina Panthers","CB",66,25,1055000
1048,"Philadelphia Eagles","CB",66,24,1400000
1049,"Seattle Seahawks","RG",66,23,1225537
1050,"Denver Broncos","WR",66,23,837500
1051,"Cleveland Browns","WR",66,25,1000000
1052,"Tampa Bay Buccaneers","RG",66,25,842176
1053,"St. Louis Cardinals","TE",66,25,3000000
1054,"St. Louis Cardinals","MLB",66,25,1650000
1055,"St. Louis Cardinals","P",66,26,825000
1056,"Indianapolis Colts","K",66,24,762500
1057,"San Francisco 49ers","QB",66,25,920000
1058,"New York Jets","LOLB",66,23,586667
1059,"New England Patriots","TE",66,21,1078703
1060,"Miami Dolphins","HB",66,23,651777
1061,"Seattle Seahawks","C",66,28,990000
1062,"Tennessee Titans","WR",66,24,762500
1063,"Minnesota Vikings","LT",66,22,1384304
1064,"Minnesota Vikings","C",66,29,990000
1065,"Denver Broncos","TE",66,25,850000
1066,"Denver Broncos","TE",66,22,1011011
1067,"Cleveland Browns","WR",66,21,870402
1068,"Cleveland Browns","DT",66,27,851250
1069,"Tampa Bay Buccaneers","WR",66,26,990000
1070,"St. Louis Cardinals","RE",66,26,990000
1071,"Indianapolis Colts","ROLB",66,24,636764
1072,"Atlanta Falcons","LOLB",66,23,1010271
1073,"New York Giants","MLB",66,24,714044
1074,"Detroit Lions","ROLB",66,24,990000
1075,"Denver Broncos","CB",66,25,920000
1076,"Jacksonville Jaguars","HB",66,23,907500
1077,"Washington Commanders","ROLB",66,22,901901
1078,"Detroit Lions","HB",66,22,860000
1079,"Seattle Seahawks","LG",66,24,850000
1080,"Pittsburgh Steelers","LT",66,23,851841
1081,"Houston Texans","WR",66,21,825000
1082,"Cincinnati Bengals","RT",66,26,990000
1083,"Cincinnati Bengals","LE",66,22,912369
1084,"St. Louis Cardinals","LOLB",66,25,920000
1085,"Indianapolis Colts","TE",66,26,3384000
1086,"New York Jets","WR",66,24,965000
1087,"Detroit Lions","FB",66,24,780000
1088,"Carolina Panthers","LG",66,24,661960
1089,"Carolina Panthers","RE",66,28,1075000
1090,"Houston Texans","CB",66,24,780000
1091,"Cincinnati Bengals","HB",66,24,1650000
1092,"New Orleans Saints","RT",66,28,3000000
1093,"Houston Texans","LOLB",66,23,1118889
1094,"Denver Broncos","WR",65,28,850000
1095,"St. Louis Cardinals","LE",65,24,850000
1096,"Los Angeles Chargers","C",65,25,686063
1097,"Kansas Chiefs","P",65,23,764167
1098,"Philadelphia Eagles","WR",65,22,866165
1099,"New York Giants","RT",65,27,1415000
1100,"New York Giants","C",65,27,252000
1101,"New York Jets","MLB",65,27,1700000
1102,"Green Bay Packers","RE",65,23,708317
1103,"Chicago Bears","SS",65,27,1500000
1104,"Los Angeles Rams","C",65,24,786734
1105,"Atlanta Falcons","CB",65,23,965000
1106,"Miami Dolphins","SS",65,25,850000
1107,"Los Angeles Rams","MLB",65,25,850000
1108,"Los Angeles Rams","LG",65,25,863011
1109,"Los Angeles Rams","MLB",65,25,589000
1110,"Washington Commanders","TE",65,28,1120000
1111,"Washington Commanders","WR",65,24,2133000
1112,"Washington Commanders","TE",65,26,990000
1113,"Cincinnati Bengals","HB",65,22,907500
1114,"Cleveland Browns","HB",65,25,920000
1115,"Houston Texans","TE",65,23,780000
1116,"Tampa Bay Buccaneers","LT",65,29,1127500
1117,"St. Louis Cardinals","RT",65,27,2750000
1118,"Los Angeles Chargers","P",65,27,850000
1119,"Indianapolis Colts","DT",65,26,10250000
1120,"Atlanta Falcons","LT",65,28,2000000
1121,"New York Giants","TE",65,23,680002
1122,"New York Jets","TE",65,24,806643
1123,"Detroit Lions","MLB",65,25,2337500
1124,"Green Bay Packers","RE",65,25,990000
1125,"New England Patriots","FB",65,25,850000
1126,"Minnesota Vikings","FS",65,22,823750
1127,"Atlanta Falcons","FS",65,28,252000
1128,"Green Bay Packers","HB",65,23,850000
1129,"Seattle Seahawks","FB",65,31,2225000
1130,"Tennessee Titans","LE",65,24,965000
1131,"Minnesota Vikings","MLB",65,23,993393
1132,"San Francisco 49ers","TE",65,25,1600000
1133,"San Francisco 49ers","MLB",65,27,1035000
1134,"Chicago Bears","ROLB",65,27,1022500
1135,"Denver Broncos","ROLB",65,24,706724
1136,"Miami Dolphins","RG",65,23,953562
1137,"Miami Dolphins","LE",65,24,2858333
1138,"Washington Commanders","QB",65,24,850000
1139,"Atlanta Falcons","WR",65,23,586667
1140,"Jacksonville Jaguars","LOLB",65,23,895000
1141,"Detroit Lions","P",65,24,780000
1142,"Los Angeles Chargers","CB",65,25,920000
1143,"Los Angeles Rams","CB",65,27,4766000
1144,"Tennessee Titans","CB",65,27,293000
1145,"Los Angeles Rams","TE",65,23,987033
1146,"Baltimore Ravens","WR",65,23,865775
1147,"Washington Commanders","LG",65,26,4500000
1148,"St. Louis Cardinals","HB",65,21,849429
1149,"New Orleans Saints","DT",65,25,920000
1150,"Seattle Seahawks","TE",65,21,991360
1151,"Seattle Seahawks","WR",65,26,780000
1152,"Tennessee Titans","ROLB",65,24,585000
1153,"Minnesota Vikings","WR",65,23,890693
1154,"Cincinnati Bengals","RE",65,24,895000
1155,"Buffalo Bills","MLB",65,27,2500000
1156,"Indianapolis Colts","WR",65,23,850000
1157,"Green Bay Packers","MLB",65,25,863689
1158,"St. Louis Cardinals","SS",65,30,1075000
1159,"Las Vegas Raiders","LG",65,23,1022946
1160,"Minnesota Vikings","CB",65,23,825000
1161,"Washington Commanders","SS",65,28,2000000
1162,"Baltimore Ravens","LG",65,23,804383
1163,"Carolina Panthers","MLB",62,23,1200000
1164,"Seattle Seahawks","HB",65,22,665840
1165,"Seattle Seahawks","DT",65,25,780000
1166,"Houston Texans","LE",65,26,1750000
1167,"Minnesota Vikings","LE",65,24,920000
1168,"San Francisco 49ers","LT",65,23,674887
1169,"Chicago Bears","LOLB",65,23,905168
1170,"Chicago Bears","MLB",65,24,784644
1171,"Dallas Cowboys","LE",65,22,905000
1172,"Miami Dolphins","RT",65,28,5016667
1173,"Jacksonville Jaguars","LOLB",65,24,850000
1174,"Dallas Cowboys","SS",65,25,661960
1175,"Las Vegas Raiders","TE",65,30,1075000
1176,"Jacksonville Jaguars","SS",65,22,903029
1177,"Buffalo Bills","SS",65,26,3000000
1178,"San Francisco 49ers","CB",65,28,1075000
1179,"Buffalo Bills","CB",65,23,855000
1180,"Los Angeles Rams","WR",65,22,837500
1181,"Washington Commanders","RG",65,24,907500
1182,"Washington Commanders","DT",65,23,682011
1183,"Seattle Seahawks","RE",65,22,911586
1184,"Houston Texans","LG",65,30,1075000
1185,"Minnesota Vikings","RE",65,22,1011445
1186,"Tampa Bay Buccaneers","LE",64,27,2500000
1187,"Los Angeles Chargers","TE",64,27,920000
1188,"Miami Dolphins","LOLB",64,22,705000
1189,"Atlanta Falcons","RE",64,25,895000
1190,"Detroit Lions","ROLB",64,27,1127500
